"46","Interesting Moment","Lead has an interesting moment","datetime","string","string"
"47","Request Campaign","Campaign membership is requested for lead","enum"
"48","Sales Email Bounced","Sales Email bounced","integer","string","string","string","boolean","integer","string","string","string","integer"
"101","Change Revenue Stage","Modify the value of a revenue stage field","integer","integer","string","datetime","string","string"
"102","Change Revenue Stage Manually","Revenue stage is changed manually (e.g. Lead Database or Salesforce)"
"104","Change Status in Progression","Change a Status in an program progression","boolean","integer","integer","integer","datetime","string","string","string","boolean","string","string","string"
"106","Enrich with Data.com","Enrich a lead with information from Data.com","string"
"108","Change Segment","Change segment (within a segmentation) for a lead","integer"
"110","Call Webhook","Call a Webhook","integer","string"
"111","Sent Forward to Friend Email","User Forwards Email to a person/record","integer","string","integer"
"112","Received Forward to Friend Email","User receives forwarded Email from friend","integer","string","integer"
"113","Add to Nurture","Add a lead to a nurture program","integer","string"
"114","Change Nurture Track","Change the nurture track for a lead","integer","integer","string","string"
"115","Change Nurture Cadence","Change the nurture cadence for a lead","string","string"
"123","Change Program Member Data","Change Program Member Data","string","integer","mixed","mixed","string","string"
"131","Fill Out Facebook Lead Ads Form","User fills out and submits a Lead Ads form on a Facebook page","string","string","string","string","string","string"
"132","Click RTP Call to Action","Clicks personalized call to action"
"133","Click Predictive Content","Clicks predictive content","string"
"145","Push Lead to Marketo","string","string","string","string","string"
"155","Execute Campaign","Invoke an executable campaign","boolean","integer","boolean"
"157","Reply to Sales Email","User replies to a sales email","integer","boolean","integer","string","string","string","string","string","string","string","integer"
"158","Engaged with a Dialogue","Lead engages with Dynamic Chat dialogue","integer","string","string","string","string","string","string","string","string"
"159","Interacted with Document in Dialogue","Lead interacts with a document in Dynamic Chat dialogue","integer","string","boolean","string","boolean","string","string","string","string","string"
"160","Scheduled Meeting in Dialogue","Lead schedules an appointment in Dynamic Chat dialogue","string","string","integer","string","string","string","integer","string","string","datetime"
"161","Reached Dialogue Goal","Lead reaches a goal in Dynamic Chat dialogue","string","string","string","string","string"
"162","Responded to a poll in webinar","Lead responds to a poll in a webinar event","string","string"
"163","Call to action clicked in webinar","Lead clicks on a Call to Action Link in a webinar event","string"
"164","Asset downloads in webinar","Lead downloads file/asset in a webinar event","string"
"165","Asks questions in webinar","Lead asks questions in a webinar event","string","boolean"
"166","Has attended event","Has attended event","string","integer","integer","integer","integer","integer","integer","integer","datetime"
"167","Engaged with an Agent in Dialogue","Lead engages with an Agent in Dynamic Chat dialogue","string","integer","string","integer","string","string","string","string","string","string","string","integer","string","string"
"169","Engaged with a Conversational Flow","Lead engages with Dynamic Chat conversational flow","integer","string","string","string","string","string","string","string","string","string","string","string"
"170","Scheduled Meeting in Conversational Flow","Lead schedules an appointment in Dynamic Chat conversational flow","string","string","integer","string","string","string","integer","string","string","datetime"
"171","Reached Conversational Flow Goal","Lead reaches a goal in Dynamic Chat conversational flow","string","string","string","string","string"
"172","Interacted with Document in Conversational Flow","Lead interacts with a document in Dynamic Chat conversational flow","integer","string","boolean","string","boolean","string","string","string","string","string"
"173","Engaged with an Agent in Conversational Flow","Lead engages with an Agent in Dynamic Chat conversational flow","string","integer","string","integer","string","string","string","string","string","string","string","integer","string","string"
"400","Share Content","Share Content","string","integer","string","integer"
"401","Vote in Poll","Vote in a Poll","string","integer","integer"
"402","Sign Up for Referral Offer","Signs Up","integer","string","integer"
"403","Achieve Goal in Referral","Wins","integer","string","integer"
"405","Click Shared Link","Click a Shared Link","integer","integer","string","integer"
"406","Win Sweepstakes","Wins Sweepstakes","date","string","integer"
"407","Enter Sweepstakes","Enters Sweepstakes","string","integer"
"408","Disqualify Sweepstakes","Disqualifies Sweepstakes","string","string","integer"
"409","Earn Entry in Social App","Earns Entry in Social App","string","string","integer","string","integer"
"410","Refer to Social App","Refers to Social App","string","string","integer","string","integer"
"2016","Create Buying Group","Create Buying Group","integer","integer","integer","integer"
