id,name,description,Browser,Client IP Address,Device,Personalized URL,Platform,Query Parameters,Referrer URL,Search Engine,Search Query,Token,User Agent,Webpage URL
"1","Visit Webpage","User visits a web page","string","string","string","boolean","string","string","string","string","string","string","string","string"
"2","Fill Out Form","User fills out and submits a form on web page","string","string","string","text","string","string","string","string","integer"
"3","Click Link","User clicks link on a page","string","string","string","string","string","string","string","integer"
"6","Send Email","Send Marketo Email to a person","string","integer","integer","string","boolean","string","integer","integer","string"
"7","Email Delivered","Marketo Email is delivered to a lead/contact","string","integer","integer","string","boolean","string","integer","integer","string"
"8","Email Bounced","Marketo Email is bounced for a lead","string","integer","string","integer","string","string","string","boolean","string","integer","string","integer","string"
"9","Unsubscribe Email","Person unsubscribed from Marketo Emails","string","integer","string","string","text","boolean","string","string","string","integer","string","integer","integer"
"10","Open Email","User opens Marketo Email","string","string","integer","integer","string","boolean","boolean","boolean","string","integer","integer","string"
"11","Click Email","User clicks on a link in a Marketo Email","string","string","integer","integer","string","boolean","boolean","boolean","string","string","string","integer","integer","string"
"12","New Lead","New person/record is added to the lead database","date","string","string","string","string","string","string","string","string"
"13","Change Data Value","Changed attribute value for a person/record","string","string","string","string","string","string","string"
"22","Change Score","Modify the value of a score field","string","integer","integer","integer","string","integer","integer","float"
"24","Add to List","Add a person/record to a list","string"
"25","Remove from List","Remove this lead from a list","string"
"27","Email Bounced Soft","Campaign Email is bounced soft for a lead","string","integer","string","integer","string","string","string","boolean","string","integer","string","integer","string"
"32","Merge Leads","Merge two or more leads into a single record","array","boolean","boolean","string","string","string","string"
"34","Add to Opportunity","Add to an Opportunity","boolean","string"
"35","Remove from Opportunity","Remove from an Opportunity","boolean","string"
"36","Update Opportunity","Update an Opportunity","string","complex","mixed","mixed"
"37","Delete Lead","Delete lead from Marketo database","boolean","string","string","string"
"38","Send Alert","Send alert Email about a lead","email_list","string","string"
"39","Send Sales Email","Send Email using Sales View (Outlook Plugin)","integer","boolean","integer","string","string","string","string","string","string","string","integer"
"40","Open Sales Email","User opens a sales Email","string","integer","boolean","boolean","integer","string","string","string","string","string","string","string","integer"
"41","Click Sales Email","User clicks on a link in a sales Email","string","integer","boolean","boolean","string","integer","string","string","string","string","string","string","string","integer"
"45","Receive Sales Email","Receive Email using Sales View (Outlook Plugin)","string","string"
